wkt_geom,fid,Height,roof_area,type,province,city,DEM高度,求和高度,经度,纬度
MultiPoint ((113.8598543709704245 22.6629692916846821)),238404,2.742492,83.73,居住用地,广东省,深圳市,88,90.742492,113.8598544,22.66296929
MultiPoint ((113.92077558754091626 22.66442657179166176)),289859,2.751292,12.248,居住用地,广东省,深圳市,52,54.751292,113.9207756,22.66442657
MultiPoint ((113.85546801474926326 22.65746656810548743)),232773,2.753692,73.079,居住用地,广东省,深圳市,72,74.753692,113.855468,22.65746657
MultiPoint ((113.92657061063562196 22.65284748934141845)),40550,2.756592,44.936,居住用地,广东省,深圳市,40,42.756592,113.9265706,22.65284749
MultiPoint ((113.86044829558893809 22.66428055701420874)),238388,2.764592,106.68,居住用地,广东省,深圳市,48,50.764592,113.8604483,22.66428056
MultiPoint ((113.91276979950436044 22.65781280925107311)),282175,2.764692,149.173,居住用地,广东省,深圳市,33,35.764692,113.9127698,22.65781281
MultiPoint ((113.92107210282362928 22.66448136027434046)),289855,2.764992,68.367,居住用地,广东省,深圳市,53,55.764992,113.9210721,22.66448136
MultiPoint ((113.86617873167310222 22.66737153577288311)),247736,2.768592,125.332,居住用地,广东省,深圳市,46,48.768592,113.8661787,22.66737154
MultiPoint ((113.92083093292553997 22.68543947875101452)),290292,2.776592,44.654,居住用地,广东省,深圳市,41,43.776592,113.9208309,22.68543948
MultiPoint ((113.92082560480965014 22.66445151468723651)),289853,2.780092,93.427,居住用地,广东省,深圳市,54,56.780092,113.9208256,22.66445151
MultiPoint ((113.85560003482275704 22.65983729156447524)),232789,2.784192,89.227,居住用地,广东省,深圳市,90,92.784192,113.8556,22.65983729
MultiPoint ((113.86243350119933382 22.66312148689797823)),241636,2.784892,83.348,居住用地,广东省,深圳市,49,51.784892,113.8624335,22.66312149
MultiPoint ((113.89705962671031614 22.66830022937086042)),95186,2.800392,67.407,居住用地,广东省,深圳市,59,61.800392,113.8970596,22.66830023
MultiPoint ((113.80261126523495818 22.69345335546983833)),137620,2.809492,173.509,居住用地,广东省,深圳市,-1,1.809492,113.8026113,22.69345336
MultiPoint ((113.80766523310164473 22.69033302747562431)),145774,2.813692,170.896,医疗卫生用地,广东省,深圳市,3,5.813692,113.8076652,22.69033303
MultiPoint ((113.92162484010968626 22.6750248837661097)),292837,2.824492,49.313,居住用地,广东省,深圳市,38,40.824492,113.9216248,22.67502488
MultiPoint ((113.80246610832641352 22.6931979565030133)),137615,2.827192,619.139,居住用地,广东省,深圳市,1,3.827192,113.8024661,22.69319796
MultiPoint ((113.86624857611710127 22.67083693287916546)),247789,2.828192,47.078,居住用地,广东省,深圳市,40,42.828192,113.8662486,22.67083693
MultiPoint ((113.94249631493224229 22.67259353190134163)),312484,2.833192,114.719,居住用地,广东省,深圳市,44,46.833192,113.9424963,22.67259353
MultiPoint ((113.86742746670543625 22.67092288366990616)),247784,2.833192,60.407,居住用地,广东省,深圳市,49,51.833192,113.8674275,22.67092288
MultiPoint ((113.85709457656929544 22.65560251367005051)),235230,2.837392,90.914,居住用地,广东省,深圳市,48,50.837392,113.8570946,22.65560251
MultiPoint ((113.92928164880208897 22.68722132982125217)),300999,2.846992,67.405,居住用地,广东省,深圳市,44,46.846992,113.9292816,22.68722133
MultiPoint ((113.93636742164456166 22.68841277238130161)),308661,2.849192,74.751,医疗卫生用地,广东省,深圳市,53,55.849192,113.9363674,22.68841277
MultiPoint ((113.91157992869668192 22.65830524340209351)),280330,2.860192,28.623,居住用地,广东省,深圳市,39,41.860192,113.9115799,22.65830524
MultiPoint ((113.91188467754493274 22.65825964836227513)),280328,2.863492,243.694,居住用地,广东省,深圳市,34,36.863492,113.9118847,22.65825965
MultiPoint ((113.91250641991038606 22.65762386669878481)),282174,2.869692,261.722,居住用地,广东省,深圳市,36,38.869692,113.9125064,22.65762387
MultiPoint ((113.81977862687257641 22.66592692903594042)),169398,2.871292,963.831,居住用地,广东省,深圳市,3,5.871292,113.8197786,22.66592693
MultiPoint ((113.92759167630927664 22.6949788668293877)),298377,2.874292,175.372,居住用地,广东省,深圳市,65,67.874292,113.9275917,22.69497887
MultiPoint ((113.91299355912828162 22.65716859760640745)),282184,2.878792,98.717,居住用地,广东省,深圳市,40,42.878792,113.9129936,22.6571686
MultiPoint ((113.94442723788064598 22.67250498630271593)),314088,2.885692,84.954,居住用地,广东省,深圳市,44,46.885692,113.9444272,22.67250499
MultiPoint ((113.81371336828777885 22.66868231730585848)),162529,2.889092,89.633,医疗卫生用地,广东省,深圳市,8,10.889092,113.8137134,22.66868232
MultiPoint ((113.90403008558625686 22.67815654388448365)),32238,2.890292,56.173,居住用地,广东省,深圳市,40,42.890292,113.9040301,22.67815654
MultiPoint ((113.83344401446869654 22.67071974456520422)),191731,2.890392,114.622,居住用地,广东省,深圳市,10,12.890392,113.833444,22.67071974
MultiPoint ((113.81695673577144134 22.69520070130619871)),166660,2.890492,31.201,居住用地,广东省,深圳市,7,9.890492,113.8169567,22.6952007
MultiPoint ((113.86905935836310277 22.66929357709259563)),249216,2.892792,122.818,居住用地,广东省,深圳市,42,44.892792,113.8690594,22.66929358
MultiPoint ((113.93918280083524053 22.6870990971035198)),310361,2.892892,48.536,居住用地,广东省,深圳市,46,48.892892,113.9391828,22.6870991
MultiPoint ((113.86743065139319242 22.67013386473214709)),247782,2.901292,70.823,居住用地,广东省,深圳市,52,54.901292,113.8674307,22.67013386
MultiPoint ((113.91597950791353355 22.67287315058863229)),284781,2.902992,100.679,居住用地,广东省,深圳市,47,49.902992,113.9159795,22.67287315
MultiPoint ((113.91149200399004826 22.67018218429430831)),280414,2.904592,54.11,居住用地,广东省,深圳市,40,42.904592,113.911492,22.67018218
MultiPoint ((113.91226428016720718 22.66835489983187912)),282300,2.905692,59.964,居住用地,广东省,深圳市,37,39.905692,113.9122643,22.6683549
MultiPoint ((113.8043367265375565 22.69427711532120284)),141209,2.908492,99.461,居住用地,广东省,深圳市,1,3.908492,113.8043367,22.69427712
MultiPoint ((113.91751332458660784 22.66202984799874898)),287410,2.920292,61.987,居住用地,广东省,深圳市,59,61.920292,113.9175133,22.66202985
MultiPoint ((113.82037286491652139 22.69961565811620829)),174876,2.921392,148.865,居住用地,广东省,深圳市,14,16.921392,113.8203729,22.69961566
MultiPoint ((113.8618853299222593 22.66398440588545071)),241641,2.921892,42.699,居住用地,广东省,深圳市,46,48.921892,113.8618853,22.66398441
MultiPoint ((113.80292380203221114 22.69119861688429296)),137586,2.929992,36.464,居住用地,广东省,深圳市,-4,-1.070008,113.8029238,22.69119862
MultiPoint ((113.80351148452542986 22.69156148130691975)),137599,2.932592,71.79,居住用地,广东省,深圳市,-3,-0.067408,113.8035115,22.69156148
MultiPoint ((113.86618960853152771 22.66677983389085327)),247738,2.934992,187.182,居住用地,广东省,深圳市,54,56.934992,113.8661896,22.66677983
MultiPoint ((113.86633379842433555 22.66732826890594765)),247764,2.937892,67.226,居住用地,广东省,深圳市,50,52.937892,113.8663338,22.66732827
MultiPoint ((113.90357867370805423 22.66042595424624295)),41129,2.940892,53.925,居住用地,广东省,深圳市,43,45.940892,113.9035787,22.66042595
MultiPoint ((113.920775514846639 22.68550332361228783)),290291,2.949592,52.801,居住用地,广东省,深圳市,41,43.949592,113.9207755,22.68550332
MultiPoint ((113.8668160137922456 22.66776759438391764)),247722,2.950592,227.551,居住用地,广东省,深圳市,47,49.950592,113.866816,22.66776759
MultiPoint ((113.87094197761159364 22.67229110422153582)),250500,2.952492,20.67,居住用地,广东省,深圳市,61,63.952492,113.870942,22.6722911
MultiPoint ((113.82025485497754858 22.66524417374130707)),173920,2.955192,127.132,居住用地,广东省,深圳市,6,8.955192,113.8202549,22.66524417
MultiPoint ((113.81948223085366578 22.66702385611314341)),169374,2.956692,397.149,居住用地,广东省,深圳市,1,3.956692,113.8194822,22.66702386
MultiPoint ((113.92471458224525804 22.68330342096904673)),295572,2.959792,121.901,居住用地,广东省,深圳市,38,40.959792,113.9247146,22.68330342
MultiPoint ((113.8713674714232269 22.66629353331343921)),250488,2.967192,58.996,居住用地,广东省,深圳市,47,49.967192,113.8713675,22.66629353
MultiPoint ((113.91462982935250636 22.65752176562028097)),284678,2.973892,39.452,居住用地,广东省,深圳市,39,41.973892,113.9146298,22.65752177
MultiPoint ((113.82284800223270338 22.6994422244391032)),179582,2.974292,304.23,居住用地,广东省,深圳市,17,19.974292,113.822848,22.69944222
MultiPoint ((113.86633801626396689 22.66743861279937988)),247757,2.979192,153.954,居住用地,广东省,深圳市,48,50.979192,113.866338,22.66743861
MultiPoint ((113.93124530213647461 22.68798389954903527)),304099,2.984092,77.323,居住用地,广东省,深圳市,54,56.984092,113.9312453,22.6879839
MultiPoint ((113.80473650285316012 22.69441697459810925)),141223,2.988492,294.878,居住用地,广东省,深圳市,-1,1.988492,113.8047365,22.69441697
MultiPoint ((113.80829288284671463 22.69059316008539184)),145791,2.990692,53.233,医疗卫生用地,广东省,深圳市,6,8.990692,113.8082929,22.69059316
MultiPoint ((113.80090877049994447 22.69351570742697177)),134758,2.996892,129.337,居住用地,广东省,深圳市,4,6.996892,113.8009088,22.69351571
MultiPoint ((113.90401670431172931 22.66005381018581488)),41097,2.997092,101.107,居住用地,广东省,深圳市,39,41.997092,113.9040167,22.66005381
MultiPoint ((113.80294756968775971 22.69320225849588013)),137626,2.998092,459.037,居住用地,广东省,深圳市,1,3.998092,113.8029476,22.69320226
MultiPoint ((113.93380598024364758 22.68535771780575416)),306547,2.999192,81.645,居住用地,广东省,深圳市,56,58.999192,113.933806,22.68535772
MultiPoint ((113.86660638554141656 22.6671289215774685)),247713,3.001892,228.105,居住用地,广东省,深圳市,53,56.001892,113.8666064,22.66712892
MultiPoint ((113.92398734898765156 22.68410505779598907)),295587,3.004192,205.535,居住用地,广东省,深圳市,34,37.004192,113.9239873,22.68410506
MultiPoint ((113.80774775072504212 22.69057473132290781)),145657,3.007192,385.567,医疗卫生用地,广东省,深圳市,4,7.007192,113.8077478,22.69057473
MultiPoint ((113.91176910271097711 22.65835869937999192)),280324,3.007192,294.822,居住用地,广东省,深圳市,35,38.007192,113.9117691,22.6583587
MultiPoint ((113.92943071416542011 22.68715224929468022)),301020,3.010792,51.534,居住用地,广东省,深圳市,44,47.010792,113.9294307,22.68715225
MultiPoint ((113.86649349336916259 22.66728493105348008)),247710,3.014192,156.156,居住用地,广东省,深圳市,51,54.014192,113.8664935,22.66728493
MultiPoint ((113.92307229768661614 22.68434475297213027)),292942,3.015692,118.971,居住用地,广东省,深圳市,41,44.015692,113.9230723,22.68434475
MultiPoint ((113.91795437583218131 22.66383161082065811)),287647,3.027192,44.66,居住用地,广东省,深圳市,50,53.027192,113.9179544,22.66383161
MultiPoint ((113.80108694872487263 22.69351598883783794)),134724,3.031292,122.629,居住用地,广东省,深圳市,5,8.031292,113.8010869,22.69351599
MultiPoint ((113.9475165190934689 22.67752509484159873)),315843,3.033892,8.446,居住用地,广东省,深圳市,49,52.033892,113.9475165,22.67752509
MultiPoint ((113.90431695425365888 22.65950289217785851)),41052,3.034592,78.635,居住用地,广东省,深圳市,32,35.034592,113.904317,22.65950289
MultiPoint ((113.92956344703006266 22.69509574392692031)),301275,3.041992,243.087,居住用地,广东省,深圳市,53,56.041992,113.9295634,22.69509574
MultiPoint ((113.90403131948450266 22.66929511576030976)),116304,3.047192,640.352,居住用地,广东省,深圳市,37,40.047192,113.9040313,22.66929512
MultiPoint ((113.86676093571546176 22.6679385358425769)),247754,3.052092,22.801,居住用地,广东省,深圳市,46,49.052092,113.8667609,22.66793854
MultiPoint ((113.80688175349763469 22.66913999162263593)),145247,3.052392,122.243,居住用地,广东省,深圳市,-2,1.052392,113.8068818,22.66913999
MultiPoint ((113.85892157033354977 22.65234959947370186)),235158,3.052992,118.859,居住用地,广东省,深圳市,39,42.052992,113.8589216,22.6523496
MultiPoint ((113.9249954150620141 22.69777558780982574)),295877,3.054392,104.991,居住用地,广东省,深圳市,65,68.054392,113.9249954,22.69777559
MultiPoint ((113.92949542128634732 22.68711583754652139)),301023,3.055292,15.193,居住用地,广东省,深圳市,45,48.055292,113.9294954,22.68711584
MultiPoint ((113.80479608546018255 22.69000653792759081)),141082,3.065392,29.889,居住用地,广东省,深圳市,-6,-2.934608,113.8047961,22.69000654
MultiPoint ((113.91171276441448867 22.67066549760827598)),280415,3.069292,27.55,居住用地,广东省,深圳市,37,40.069292,113.9117128,22.6706655
MultiPoint ((113.86618438500710226 22.66726276701356468)),247723,3.074992,231.78,居住用地,广东省,深圳市,47,50.074992,113.8661844,22.66726277
MultiPoint ((113.92148421856522589 22.66765898577774152)),292711,3.075292,84.731,居住用地,广东省,深圳市,48,51.075292,113.9214842,22.66765899
MultiPoint ((113.81383907447381887 22.66496393336111836)),162034,3.075592,44.287,居住用地,广东省,深圳市,1,4.075592,113.8138391,22.66496393
MultiPoint ((113.92780159956228658 22.69314683338392058)),298386,3.079992,14.259,居住用地,广东省,深圳市,56,59.079992,113.9278016,22.69314683
MultiPoint ((113.92159178994808144 22.6683690854734472)),292669,3.098092,687.617,居住用地,广东省,深圳市,47,50.098092,113.9215918,22.66836909
MultiPoint ((113.92363950874704415 22.69687978023398145)),295840,3.107892,34.603,居住用地,广东省,深圳市,46,49.107892,113.9236395,22.69687978
MultiPoint ((113.81368014782458431 22.66501993754338429)),162032,3.112992,25.282,居住用地,广东省,深圳市,0,3.112992,113.8136801,22.66501994
MultiPoint ((113.92282314290903855 22.67148066512318039)),292769,3.114492,86.252,居住用地,广东省,深圳市,37,40.114492,113.9228231,22.67148067
MultiPoint ((113.8675739090978567 22.67030373143014899)),247780,3.117692,34.661,居住用地,广东省,深圳市,54,57.117692,113.8675739,22.67030373
MultiPoint ((113.90108782783890717 22.67542819644124918)),20135,3.117992,33.71,居住用地,广东省,深圳市,52,55.117992,113.9010878,22.6754282
MultiPoint ((113.86664568617999294 22.66733831172941649)),247726,3.118492,64.951,居住用地,广东省,深圳市,52,55.118492,113.8666457,22.66733831
MultiPoint ((113.86709209446505042 22.67130400482093222)),247788,3.118792,44.262,居住用地,广东省,深圳市,43,46.118792,113.8670921,22.671304
MultiPoint ((113.86643568826565343 22.66776325065550424)),247759,3.125692,141.685,居住用地,广东省,深圳市,45,48.125692,113.8664357,22.66776325
MultiPoint ((113.92084981038271962 22.6653668062473983)),289875,3.132892,224.782,居住用地,广东省,深圳市,63,66.132892,113.9208498,22.66536681
MultiPoint ((113.90342645929777632 22.65972311273079143)),41074,3.139792,235.918,居住用地,广东省,深圳市,45,48.139792,113.9034265,22.65972311
MultiPoint ((113.85593716101399764 22.65786097379624664)),232783,3.140392,53.483,居住用地,广东省,深圳市,65,68.140392,113.8559372,22.65786097
MultiPoint ((113.87140071651201367 22.67050438727051542)),250494,3.141892,94.977,居住用地,广东省,深圳市,60,63.141892,113.8714007,22.67050439
MultiPoint ((113.85847190651979588 22.65590609108521036)),235241,3.148192,63.29,居住用地,广东省,深圳市,46,49.148192,113.8584719,22.65590609
